fp_ampl1,fp_ampl2,fp_ampl3,std_noise,CIRpower,RXPACC,fpindex,RX_power,FP_power,Pd,Pr,estimated_range,distance_GT,error,label,NLOS
11480,13443,9057,84,7784,1491,47985,-95.877,-99.751,3.874,1.040405937,11781,11718.78479,-62.21521,1,NLOS
9118,13427,10993,104,7624,1490,47956,-95.793,-99.642,3.849,1.040180389,11729,11718.78479,-10.21521,1,NLOS
8619,13750,11916,88,8191,1490,47696,-94.104,-99.874,5.77,1.061315141,11776,11718.78479,-57.21521,1,NLOS
10472,13490,9410,96,7333,1491,47788,-95.618,-99.59,3.972,1.041540296,11748,11718.78479,-29.21521,1,NLOS
8046,13195,12159,80,7700,1492,47879,-95.824,-99.658,3.834,1.040010853,11729,11718.78479,-10.21521,1,NLOS
11193,13068,8052,84,7396,1490,47545,-95.661,-99.37,3.709,1.038772331,11804,11718.78479,-85.21521,1,NLOS
6884,12274,12895,104,7890,1490,47682,-95.942,-99.411,3.469,1.036157262,11795,11718.78479,-76.21521,1,NLOS
6610,12273,11979,84,7497,1491,47623,-95.714,-99.077,3.363,1.035135926,11757,11718.78479,-38.21521,1,NLOS
8286,13741,12146,96,8149,1491,47885,-94.076,-99.864,5.788,1.061524725,11762,11718.78479,-43.21521,1,NLOS
9379,12811,9245,84,7130,1491,47589,-95.496,-99.073,3.577,1.037457066,11752,11718.78479,-33.21521,1,NLOS
6508,12235,12356,88,7328,1490,47748,-95.621,-99.17,3.549,1.037115278,11766,11718.78479,-47.21521,1,NLOS
10031,13913,10845,80,7913,1490,47771,-95.954,-99.943,3.989,1.041572003,11743,11718.78479,-24.21521,1,NLOS
10263,12560,8857,80,7469,1490,47788,-95.704,-99.13,3.426,1.035797877,11795,11718.78479,-76.21521,1,NLOS
10710,11977,7387,92,7038,1490,47803,-95.445,-100.747,5.302,1.055550317,11781,11718.78479,-62.21521,1,NLOS
8812,13487,11171,100,7552,1492,47571,-95.74,-99.631,3.891,1.04064132,11757,11718.78479,-38.21521,1,NLOS
5963,11998,12597,100,7155,1491,47808,-95.511,-99.082,3.571,1.037388364,11748,11718.78479,-29.21521,1,NLOS
6610,12219,12053,84,7113,1491,47814,-95.486,-99.083,3.597,1.037670444,11762,11718.78479,-43.21521,1,NLOS
9506,12356,9584,96,7471,1491,47902,-95.699,-99.039,3.34,1.034901096,11752,11718.78479,-33.21521,1,NLOS
10090,13805,10380,88,7800,1490,47774,-95.892,-99.818,3.926,1.040941893,11766,11718.78479,-47.21521,1,NLOS
7486,12736,11546,96,7453,1490,47627,-95.694,-99.256,3.562,1.037222814,11762,11718.78479,-43.21521,1,NLOS
7321,12536,12665,96,7856,1490,47746,-95.923,-99.491,3.568,1.037196501,11781,11718.78479,-62.21521,1,NLOS
8815,13769,12213,76,8116,1491,47691,-94.058,-99.986,5.928,1.063024942,11766,11718.78479,-47.21521,1,NLOS
10129,14225,10722,80,7889,1491,47584,-95.935,-98.021,2.086,1.021743889,11785,11718.78479,-66.21521,1,NLOS
7144,12976,13463,92,7805,1490,47940,-95.895,-99.824,3.929,1.040971896,11781,11718.78479,-62.21521,1,NLOS
10171,12466,8199,84,7293,1492,47731,-95.588,-100.917,5.329,1.055749676,11743,11718.78479,-24.21521,1,NLOS
11058,13222,8638,88,7215,1492,47795,-95.542,-99.486,3.944,1.041280275,11785,11718.78479,-66.21521,1,NLOS
8094,13143,11136,100,7503,1490,47889,-95.723,-99.386,3.663,1.038266665,11752,11718.78479,-33.21521,1,NLOS
9927,13589,10217,92,7637,1490,47970,-95.8,-99.68,3.88,1.040501044,11752,11718.78479,-33.21521,1,NLOS
9305,13872,11470,92,7722,1491,47699,-95.842,-99.924,4.082,1.042590931,11752,11718.78479,-33.21521,1,NLOS
7984,12924,11452,76,7218,1491,47885,-95.549,-99.376,3.827,1.040052748,11785,11718.78479,-66.21521,1,NLOS
7487,12664,11601,88,7375,1492,47562,-95.637,-99.237,3.6,1.037642335,11762,11718.78479,-43.21521,1,NLOS
10101,14033,10520,84,7956,1491,47649,-95.972,-99.914,3.942,1.04107448,11743,11718.78479,-24.21521,1,NLOS
11359,13718,9202,92,8095,1490,47857,-94.053,-99.837,5.784,1.061497241,11771,11718.78479,-52.21521,1,NLOS
12197,13154,7848,96,7772,1492,47933,-95.865,-99.62,3.755,1.039169666,11785,11718.78479,-66.21521,1,NLOS
6925,12754,12470,92,7405,1491,47752,-95.66,-99.426,3.766,1.039368597,11743,11718.78479,-24.21521,1,NLOS
6876,12795,13285,108,7994,1490,47938,-95.999,-99.678,3.679,1.038323316,11752,11718.78479,-33.21521,1,NLOS
7403,12414,11447,96,7209,1490,47754,-95.55,-99.11,3.56,1.03725798,11748,11718.78479,-29.21521,1,NLOS
11202,14085,9716,80,8034,1490,47789,-94.02,-98.01,3.99,1.042437779,11795,11718.78479,-76.21521,1,NLOS
8869,12384,8898,92,6876,1492,47848,-95.333,-100.714,5.381,1.056444253,11743,11718.78479,-24.21521,1,NLOS
8412,13119,11170,92,7356,1491,47952,-95.631,-99.444,3.813,1.039872008,11748,11718.78479,-29.21521,1,NLOS
10387,12578,8451,76,7234,1491,47601,-95.559,-99.073,3.514,1.036773093,11771,11718.78479,-52.21521,1,NLOS
12472,13784,8107,88,8002,1491,47679,-95.997,-99.931,3.934,1.040980447,11748,11718.78479,-29.21521,1,NLOS
11235,12501,7920,84,7469,1490,47992,-95.704,-99.177,3.473,1.036288974,11757,11718.78479,-38.21521,1,NLOS
7650,12960,11532,84,7503,1490,47758,-95.723,-99.352,3.629,1.037911474,11748,11718.78479,-29.21521,1,NLOS
5954,11847,12884,84,7461,1491,47872,-95.693,-99.128,3.435,1.035896043,11809,11718.78479,-90.21521,1,NLOS
9642,13455,10775,88,7839,1491,47961,-95.908,-99.702,3.794,1.039558744,11734,11718.78479,-15.21521,1,NLOS
9614,13791,10860,96,7922,1492,47897,-95.948,-99.811,3.863,1.040261392,11762,11718.78479,-43.21521,1,NLOS
9759,13339,10259,84,7820,1492,47579,-95.891,-99.564,3.673,1.038303908,11776,11718.78479,-57.21521,1,NLOS
13736,17496,13720,68,11078,1085,47644,-90.171,-94.895,4.724,1.052389349,13249,13426.24706,177.24706,1,NLOS
13037,16629,12152,76,10215,1085,47843,-91.818,-94.29,2.472,1.026922826,13305,13426.24706,121.24706,1,NLOS
11217,16582,13193,68,10163,1075,47626,-91.877,-94.227,2.35,1.025577674,13240,13426.24706,186.24706,1,NLOS
16915,15160,9800,76,11410,1142,47540,-91.854,-95.974,4.12,1.04485379,13268,13426.24706,158.24706,1,NLOS
15697,19037,16792,84,14959,1261,47885,-90.169,-94.743,4.574,1.050726968,13207,13426.24706,219.24706,1,NLOS
17090,15022,10491,92,11391,1128,47596,-91.954,-94.191,2.237,1.024327381,13212,13426.24706,214.24706,1,NLOS
17871,15824,9725,72,12306,1155,47802,-90.084,-94.232,4.148,1.046045913,13244,13426.24706,182.24706,1,NLOS
13461,17612,14620,84,11420,1095,47701,-90.223,-94.954,4.731,1.05243674,13263,13426.24706,163.24706,1,NLOS
17603,18508,13523,88,14187,1235,47654,-90.12,-94.645,4.525,1.05021083,13273,13426.24706,153.24706,1,NLOS
14036,16891,11762,72,10684,1080,47917,-90.053,-94.52,4.467,1.049604122,13319,13426.24706,107.24706,1,NLOS
16505,17810,11445,76,12714,1182,47605,-90.025,-94.384,4.359,1.048419883,13277,13426.24706,149.24706,1,NLOS
15962,18399,13680,84,12933,1177,47839,-90.136,-94.767,4.631,1.051377918,13268,13426.24706,158.24706,1,NLOS
12051,16555,12866,72,10243,1067,47691,-91.976,-94.366,2.39,1.02598504,13268,13426.24706,158.24706,1,NLOS
11516,16538,12857,80,9981,1073,47825,-91.814,-94.217,2.403,1.026172479,13226,13426.24706,200.24706,1,NLOS
14622,18097,15166,76,13039,1184,47885,-90.12,-94.665,4.545,1.050432756,13240,13426.24706,186.24706,1,NLOS
17497,15341,9849,80,11781,1130,47734,-90.085,-94.25,4.165,1.046234112,13258,13426.24706,168.24706,1,NLOS
15638,17872,12253,72,11623,1118,47792,-90.119,-94.828,4.709,1.052253132,13296,13426.24706,130.24706,1,NLOS
16683,16501,14054,80,13747,1273,47699,-91.72,-95.903,4.183,1.045606193,13254,13426.24706,172.24706,1,NLOS
15206,17935,12445,80,11482,1098,47917,-90.223,-94.946,4.723,1.052348071,13301,13426.24706,125.24706,1,NLOS
14799,17092,11929,72,11704,1143,47533,-91.957,-94.251,2.294,1.024946442,13324,13426.24706,102.24706,1,NLOS
17233,16612,11392,76,12525,1147,47662,-90.221,-94.536,4.315,1.047827003,13244,13426.24706,182.24706,1,NLOS
17081,12882,7642,72,10631,1090,47741,-91.952,-95.638,3.686,1.040086132,13221,13426.24706,205.24706,1,NLOS
12842,16741,12762,76,9991,1061,47836,-91.916,-94.585,2.669,1.029037382,13310,13426.24706,116.24706,1,NLOS
12848,18059,16181,76,12564,1160,47555,-90.137,-94.738,4.601,1.051044521,13310,13426.24706,116.24706,1,NLOS
13956,18031,14198,80,12180,1150,47564,-90.077,-94.628,4.551,1.050523441,13277,13426.24706,149.24706,1,NLOS
11432,17827,15950,80,12666,1158,47681,-90.187,-94.454,4.267,1.047312806,13240,13426.24706,186.24706,1,NLOS
17217,17460,11744,76,12309,1148,47921,-90.138,-94.748,4.61,1.051143802,13254,13426.24706,172.24706,1,NLOS
13324,17254,16621,72,13084,1204,47749,-91.989,-94.406,2.417,1.026274881,13287,13426.24706,139.24706,1,NLOS
13649,17660,14634,72,11935,1170,47766,-91.839,-94.423,2.584,1.028136195,13268,13426.24706,158.24706,1,NLOS
16624,18230,14823,72,13790,1214,47765,-90.146,-94.758,4.612,1.051161449,13263,13426.24706,163.24706,1,NLOS
17520,15989,10741,64,12154,1133,47729,-90.197,-94.487,4.29,1.047562558,13221,13426.24706,205.24706,1,NLOS
14163,17251,12029,72,11037,1102,47790,-90.019,-94.497,4.478,1.049745054,13348,13426.24706,78.24706,1,NLOS
12947,17190,12919,72,10960,1124,47819,-91.817,-94.238,2.421,1.026367666,13216,13426.24706,210.24706,1,NLOS
15705,18730,15825,88,14082,1260,47890,-91.914,-94.535,2.621,1.028515786,13212,13426.24706,214.24706,1,NLOS
17439,18374,12691,76,14000,1237,47918,-90.048,-94.458,4.41,1.048973881,13263,13426.24706,163.24706,1,NLOS
12407,17445,13562,72,11067,1122,47554,-91.875,-94.336,2.461,1.026786395,13216,13426.24706,210.24706,1,NLOS
10806,15925,16510,88,11382,1144,47617,-91.828,-94.173,2.345,1.025536873,13282,13426.24706,144.24706,1,NLOS
8189,15364,17143,80,10846,1104,47620,-91.928,-94.16,2.232,1.024279871,13324,13426.24706,102.24706,1,NLOS
16544,18871,15596,72,14399,1240,47506,-90.149,-94.801,4.652,1.051603456,13277,13426.24706,149.24706,1,NLOS
15610,17414,16812,76,14300,1261,47559,-91.974,-94.434,2.46,1.026746689,13235,13426.24706,191.24706,1,NLOS
12311,17000,13982,68,10054,1047,47956,-90.059,-94.896,4.837,1.053709235,13282,13426.24706,144.24706,1,NLOS
15257,16413,10046,80,11526,1169,47807,-91.695,-95.707,4.012,1.043753749,13277,13426.24706,149.24706,1,NLOS
13638,16712,17010,76,13141,1210,47684,-91.965,-94.381,2.416,1.026270864,13258,13426.24706,168.24706,1,NLOS
13863,16759,11546,76,10143,1065,47535,-91.949,-94.54,2.591,1.028178664,13329,13426.24706,97.24706,1,NLOS
14340,18330,16400,80,13446,1205,47888,-90.101,-94.728,4.627,1.051353481,13249,13426.24706,177.24706,1,NLOS
10938,16589,14057,68,9785,1033,47749,-90.058,-94.704,4.646,1.051588976,13263,13426.24706,163.24706,1,NLOS
14462,16545,11094,68,10508,1094,47730,-91.869,-94.304,2.435,1.026505132,13249,13426.24706,177.24706,1,NLOS
17394,18312,12387,64,13215,1163,47920,-90.334,-94.931,4.597,1.050888923,13230,13426.24706,196.24706,1,NLOS
11123,16296,13193,68,9843,1064,47559,-91.827,-94.228,2.401,1.026146994,13226,13426.24706,200.24706,1,NLOS
17033,18046,14514,76,13916,1235,47958,-90.036,-94.598,4.562,1.050668621,13244,13426.24706,182.24706,1,NLOS
13045,17232,16508,76,12804,1194,47879,-91.968,-94.41,2.442,1.026552714,13282,13426.24706,144.24706,1,NLOS
13777,17362,12117,72,10441,1094,47720,-91.842,-94.528,2.686,1.029245879,13343,13426.24706,83.24706,1,NLOS
15983,18771,15812,96,14195,1231,47757,-90.151,-94.788,4.637,1.051435924,13287,13426.24706,139.24706,1,NLOS
13108,16537,11329,68,10020,1083,47599,-91.751,-94.153,2.402,1.026179551,13315,13426.24706,111.24706,1,NLOS
17252,13676,8172,76,11155,1136,47805,-91.802,-95.567,3.765,1.041012178,13226,13426.24706,200.24706,1,NLOS
10356,15715,16612,80,11575,1136,47556,-91.962,-94.146,2.184,1.02374894,13296,13426.24706,130.24706,1,NLOS
17173,18475,14125,84,14475,1258,47965,-90.047,-94.487,4.44,1.049307584,13221,13426.24706,205.24706,1,NLOS
12160,17459,14687,68,11065,1084,47874,-90.174,-94.809,4.635,1.051400625,13296,13426.24706,130.24706,1,NLOS
16318,15292,10929,72,11045,1111,47848,-91.952,-94.266,2.314,1.025165304,13230,13426.24706,196.24706,1,NLOS
16894,14406,9272,72,10393,1064,47668,-90.063,-94.347,4.284,1.047566703,13244,13426.24706,182.24706,1,NLOS
18187,16678,9881,72,13386,1202,47806,-90.103,-94.153,4.05,1.044948559,13273,13426.24706,153.24706,1,NLOS
17926,16388,9730,72,12839,1177,47869,-90.104,-94.198,4.094,1.045436385,13329,13426.24706,97.24706,1,NLOS
9393,16218,17150,72,11252,1113,47942,-90.017,-94.428,4.411,1.049001855,13333,13426.24706,93.24706,1,NLOS
16047,18989,16590,80,15096,1274,47947,-90.12,-94.666,4.546,1.050443853,13216,13426.24706,210.24706,1,NLOS
13448,17649,17562,76,14224,1246,47490,-90.054,-94.384,4.33,1.048082262,13268,13426.24706,158.24706,1,NLOS
14246,17784,13381,80,11997,1170,47572,-91.862,-94.336,2.474,1.026931702,13282,13426.24706,144.24706,1,NLOS
15581,17654,12300,76,12305,1168,47660,-91.987,-94.397,2.41,1.026199354,13273,13426.24706,153.24706,1,NLOS
13592,16540,10902,72,9819,1049,47732,-91.94,-94.457,2.517,1.02737655,13319,13426.24706,107.24706,1,NLOS
14776,17454,12517,76,11541,1124,47850,-90.042,-94.567,4.525,1.050254326,13301,13426.24706,125.24706,1,NLOS
18604,17680,10641,72,13957,1213,47932,-90.205,-94.458,4.253,1.047148163,13273,13426.24706,153.24706,1,NLOS
17565,18334,13230,72,13665,1193,47912,-90.258,-94.863,4.605,1.051020408,13296,13426.24706,130.24706,1,NLOS
15407,17910,13762,72,12322,1169,47775,-91.985,-94.64,2.655,1.028863402,13202,13426.24706,224.24706,1,NLOS
15031,18535,15389,80,13365,1216,47895,-91.996,-94.626,2.63,1.028588199,13263,13426.24706,163.24706,1,NLOS
18404,18463,11858,76,14644,1242,47798,-90.209,-94.516,4.307,1.047744682,13291,13426.24706,135.24706,1,NLOS
14540,16272,10177,76,10855,1112,47737,-91.869,-95.97,4.101,1.04463965,13301,13426.24706,125.24706,1,NLOS
10709,17000,14907,76,10511,1107,47814,-91.768,-94.342,2.574,1.028048993,13216,13426.24706,210.24706,1,NLOS
8989,14919,16619,68,10822,1105,47936,-91.91,-94.023,2.113,1.022989881,13319,13426.24706,107.24706,1,NLOS
12633,17846,15728,80,12448,1161,47683,-90.089,-94.569,4.48,1.049728602,13258,13426.24706,168.24706,1,NLOS
10221,16832,15543,76,10477,1099,47617,-91.817,-94.429,2.612,1.028447891,13268,13426.24706,158.24706,1,NLOS
13427,16666,11746,64,10010,1061,47913,-91.925,-94.498,2.573,1.027990209,13277,13426.24706,149.24706,1,NLOS
13891,17078,16886,80,13873,1244,47875,-91.96,-94.227,2.267,1.024652023,13301,13426.24706,125.24706,1,NLOS
17028,12645,7543,64,10205,1070,47610,-91.935,-95.72,3.785,1.041170392,13282,13426.24706,144.24706,1,NLOS
13208,16860,11698,76,10053,1061,47926,-91.943,-94.494,2.551,1.027745451,13329,13426.24706,97.24706,1,NLOS
9358,15248,16638,76,11060,1136,47810,-91.765,-95.911,4.146,1.045180624,13315,13426.24706,111.24706,1,NLOS
11995,16275,12267,68,9487,1035,47891,-91.907,-94.437,2.53,1.027527827,13296,13426.24706,130.24706,1,NLOS
14762,18339,15732,76,13275,1213,47954,-91.988,-94.623,2.635,1.028645041,13277,13426.24706,149.24706,1,NLOS
13954,16802,12072,68,10699,1116,47848,-91.775,-94.249,2.474,1.026957232,13296,13426.24706,130.24706,1,NLOS
17450,17200,11760,84,12717,1176,47983,-90.07,-94.536,4.466,1.049583657,13254,13426.24706,172.24706,1,NLOS
17088,17597,12502,76,12923,1201,47785,-91.957,-94.465,2.508,1.027273617,13296,13426.24706,130.24706,1,NLOS
12400,16693,13313,80,10520,1102,47571,-91.811,-94.267,2.456,1.026750607,13244,13426.24706,182.24706,1,NLOS
14869,17587,12672,68,11528,1104,47976,-90.193,-94.795,4.602,1.051023915,13277,13426.24706,149.24706,1,NLOS
18099,17831,11675,76,14067,1250,47731,-91.978,-94.252,2.274,1.024723303,13268,13426.24706,158.24706,1,NLOS
18258,17702,10935,76,14433,1233,47802,-90.209,-94.284,4.075,1.045172876,13244,13426.24706,182.24706,1,NLOS
16609,15747,12394,76,12037,1159,47835,-91.958,-94.287,2.329,1.02532678,13230,13426.24706,196.24706,1,NLOS
15349,16862,10154,84,11387,1133,47996,-91.914,-94.12,2.206,1.024000696,13268,13426.24706,158.24706,1,NLOS
15433,18503,14813,76,13307,1222,47827,-91.934,-94.549,2.615,1.028444319,13212,13426.24706,214.24706,1,NLOS
17725,17826,10512,76,14267,1219,47614,-90.258,-94.246,3.988,1.044184449,13282,13426.24706,144.24706,1,NLOS
12537,18126,15929,80,12621,1177,47618,-90.03,-94.533,4.503,1.050016661,13287,13426.24706,139.24706,1,NLOS
13073,17877,17137,72,13172,1213,47630,-91.954,-94.526,2.572,1.027970507,13277,13426.24706,149.24706,1,NLOS
17046,13394,7932,64,11306,1114,47870,-90.03,-95.588,5.558,1.061734977,13249,13426.24706,177.24706,1,NLOS
16432,17775,11711,80,11712,1140,47542,-91.983,-94.713,2.73,1.029679397,13338,13426.24706,88.24706,1,NLOS
13877,18733,17077,84,14144,1238,47617,-90.086,-94.623,4.537,1.050362986,13249,13426.24706,177.24706,1,NLOS
10223,17284,12820,172,8781,1455,47715,-94.613,-97.543,2.93,1.03096826,23787,23528.27635,-258.72365,1,NLOS
13472,14655,9533,140,7716,1519,47477,-95.677,-98.505,2.828,1.029557783,23838,23528.27635,-309.72365,1,NLOS
13244,13893,10170,148,6679,1455,47843,-95.424,-98.74,3.316,1.034750168,23801,23528.27635,-272.72365,1,NLOS
6746,15239,15793,172,8495,1517,47683,-94.107,-98.859,4.752,1.050495712,23852,23528.27635,-323.72365,1,NLOS
6197,13011,16832,184,8233,1519,47808,-95.959,-98.539,2.58,1.026886483,23801,23528.27635,-272.72365,1,NLOS
6714,13409,15988,168,8111,1511,47557,-95.94,-98.491,2.551,1.026589535,23867,23528.27635,-338.72365,1,NLOS
10847,17180,11970,152,8189,1436,47853,-94.424,-97.568,3.144,1.03329662,23852,23528.27635,-323.72365,1,NLOS
2221,3547,3305,72,368,430,47628,-97.424,-99.129,1.705,1.017500821,23801,23528.27635,-272.72365,1,NLOS
11236,16326,10970,144,7956,1454,47796,-94.19,-97.11,2.92,1.031001168,23843,23528.27635,-314.72365,1,NLOS
8356,15977,14505,164,8066,1516,47625,-95.887,-98.933,3.046,1.031766559,23773,23528.27635,-244.72365,1,NLOS
11456,17429,11539,180,8590,1519,47668,-94.143,-97.173,3.03,1.03218508,23848,23528.27635,-319.72365,1,NLOS
13042,16127,10187,160,8046,1518,47611,-95.865,-98.909,3.044,1.031752986,23862,23528.27635,-333.72365,1,NLOS
8543,16724,13680,136,8148,1436,47767,-94.402,-97.439,3.037,1.032170929,23876,23528.27635,-347.72365,1,NLOS
13064,15469,9328,180,7964,1519,47613,-95.815,-98.592,2.777,1.028982936,23815,23528.27635,-286.72365,1,NLOS
9541,14818,13463,164,7623,1516,47821,-95.642,-98.564,2.922,1.030551431,23773,23528.27635,-244.72365,1,NLOS
6900,14798,14590,164,7823,1516,47746,-95.754,-98.453,2.699,1.028186812,23773,23528.27635,-244.72365,1,NLOS
12486,16036,10969,168,8250,1517,47861,-95.979,-98.91,2.931,1.03053793,23876,23528.27635,-347.72365,1,NLOS
13265,16909,11446,172,8613,1442,47728,-94.607,-97.81,3.203,1.033855846,23838,23528.27635,-309.72365,1,NLOS
7675,15613,14711,168,8020,1517,47819,-95.857,-98.792,2.935,1.030618526,23829,23528.27635,-300.72365,1,NLOS
10067,15702,11154,156,7642,1519,47982,-95.636,-98.371,2.735,1.028598017,23824,23528.27635,-295.72365,1,NLOS
13246,16553,11194,168,7969,1435,47792,-94.312,-97.717,3.405,1.036103571,23852,23528.27635,-323.72365,1,NLOS
7290,15323,15178,160,7987,1517,47491,-95.839,-98.786,2.947,1.030749486,23838,23528.27635,-309.72365,1,NLOS
6486,14894,15758,128,8079,1515,47872,-95.9,-98.746,2.846,1.029676747,23806,23528.27635,-277.72365,1,NLOS
13893,15923,10226,172,8039,1516,47608,-95.873,-97.058,1.185,1.012360101,23834,23528.27635,-305.72365,1,NLOS
14767,14194,9138,164,7478,1454,47800,-95.921,-97.024,1.103,1.011499046,23824,23528.27635,-295.72365,1,NLOS
7548,16369,14512,152,8108,1441,47889,-94.35,-97.374,3.024,1.032050874,23848,23528.27635,-319.72365,1,NLOS
12806,15676,10634,144,7589,1518,47730,-95.611,-98.818,3.207,1.033542166,23829,23528.27635,-300.72365,1,NLOS
11333,16570,11459,168,8016,1518,47921,-95.849,-98.912,3.063,1.031956515,23871,23528.27635,-342.72365,1,NLOS
8868,16786,14187,176,8616,1452,47824,-94.548,-97.515,2.967,1.031380886,23824,23528.27635,-295.72365,1,NLOS
14226,14010,9922,156,7104,1518,47529,-95.324,-98.599,3.275,1.03435651,23777,23528.27635,-248.72365,1,NLOS
10453,16523,12762,144,8321,1519,47698,-94.005,-98.993,4.988,1.053061007,23801,23528.27635,-272.72365,1,NLOS
11559,17482,12257,164,8736,1432,47725,-94.729,-97.845,3.116,1.032893834,23838,23528.27635,-309.72365,1,NLOS
6944,13707,14472,156,7315,1516,47620,-95.463,-98.134,2.671,1.027979427,23777,23528.27635,-248.72365,1,NLOS
8235,16091,15014,180,8383,1518,47816,-94.043,-97.055,3.012,1.032027902,23862,23528.27635,-333.72365,1,NLOS
13947,15809,10305,148,7870,1517,47606,-95.775,-97.048,1.273,1.013291569,23843,23528.27635,-314.72365,1,NLOS
9939,17486,13928,140,8451,1518,47700,-94.078,-97.405,3.327,1.035364272,23796,23528.27635,-267.72365,1,NLOS
5968,13455,15638,164,7737,1518,47683,-95.695,-98.273,2.578,1.026939757,23852,23528.27635,-323.72365,1,NLOS
6367,15699,15537,164,8093,1516,47880,-95.902,-98.875,2.973,1.031000396,23843,23528.27635,-314.72365,1,NLOS
14241,13100,7855,140,6652,1453,47742,-95.419,-98.41,2.991,1.031345958,23782,23528.27635,-253.72365,1,NLOS
6945,15230,16533,148,8931,1448,47811,-94.728,-97.476,2.748,1.029009374,23820,23528.27635,-291.72365,1,NLOS
5936,14548,16175,156,8975,1518,47559,-94.34,-98.697,4.357,1.046184015,23838,23528.27635,-309.72365,1,NLOS
8177,15366,15817,176,8875,1517,47818,-94.297,-97.068,2.771,1.029385877,23852,23528.27635,-323.72365,1,NLOS
10523,15714,12683,156,8019,1518,47894,-95.85,-98.782,2.932,1.030589463,23815,23528.27635,-286.72365,1,NLOS
9856,16748,12312,148,7948,1516,47652,-95.823,-98.882,3.059,1.031923442,23852,23528.27635,-323.72365,1,NLOS
7005,13776,15550,176,7608,1517,47873,-95.628,-98.458,2.83,1.029593843,23796,23528.27635,-267.72365,1,NLOS
7729,15429,16268,180,8895,1516,47941,-94.312,-97.146,2.834,1.030049198,23848,23528.27635,-319.72365,1,NLOS
10818,17800,13507,184,9221,1445,47773,-94.885,-97.96,3.075,1.032407651,23791,23528.27635,-262.72365,1,NLOS
8165,16744,13757,156,8048,1519,47892,-95.86,-98.922,3.062,1.031942416,23862,23528.27635,-333.72365,1,NLOS
7396,15123,15894,184,8295,1518,47813,-95.997,-98.926,2.929,1.03051137,23824,23528.27635,-295.72365,1,NLOS
6879,14133,16505,152,8392,1516,47685,-94.059,-98.801,4.742,1.050415165,23824,23528.27635,-295.72365,1,NLOS
11529,16865,12249,176,8644,1517,47850,-94.182,-97.179,2.997,1.031821367,23838,23528.27635,-309.72365,1,NLOS
14346,15761,9650,140,7663,1519,47739,-95.647,-97.011,1.364,1.014260771,23806,23528.27635,-277.72365,1,NLOS
9301,16145,13749,156,8474,1518,47562,-94.09,-98.927,4.837,1.051408226,23796,23528.27635,-267.72365,1,NLOS
11261,16965,11880,168,8221,1415,47661,-94.569,-97.693,3.124,1.033034081,23848,23528.27635,-319.72365,1,NLOS
10572,15458,10443,152,7518,1454,47669,-95.944,-98.634,2.69,1.028037188,23843,23528.27635,-314.72365,1,NLOS
10023,16226,13150,172,8078,1517,47511,-95.888,-98.937,3.049,1.031797514,23773,23528.27635,-244.72365,1,NLOS
13867,16363,10774,160,8813,1440,47923,-94.719,-97.697,2.978,1.031440366,23843,23528.27635,-314.72365,1,NLOS
6222,14966,15787,148,7844,1454,47620,-94.129,-97.1,2.971,1.031563068,23871,23528.27635,-342.72365,1,NLOS
12269,16800,11279,172,8257,1413,47539,-94.6,-97.738,3.138,1.033171247,23801,23528.27635,-272.72365,1,NLOS
9211,16612,13586,156,8117,1393,47832,-94.65,-97.747,3.097,1.032720549,23834,23528.27635,-305.72365,1,NLOS
11849,16444,11715,144,7513,1383,47980,-94.376,-97.831,3.455,1.036608884,23796,23528.27635,-267.72365,1,NLOS
11790,15833,13127,200,8731,1516,47513,-94.231,-97.143,2.912,1.030902781,23806,23528.27635,-277.72365,1,NLOS
13026,16287,10441,172,8117,1516,47735,-95.915,-97.001,1.086,1.011322525,23862,23528.27635,-333.72365,1,NLOS
8001,16501,14991,160,8651,1441,47632,-94.632,-97.576,2.944,1.031109984,23820,23528.27635,-291.72365,1,NLOS
9895,16281,12358,144,7759,1519,47586,-95.702,-98.752,3.05,1.031869762,23824,23528.27635,-295.72365,1,NLOS
8577,15878,13785,176,8151,1512,47503,-95.956,-98.792,2.836,1.029555213,23838,23528.27635,-309.72365,1,NLOS
8334,15480,13534,176,7563,1453,47815,-95.976,-98.936,2.96,1.030841044,23820,23528.27635,-291.72365,1,NLOS
13366,15391,10499,172,7843,1519,47856,-95.748,-98.836,3.088,1.032251326,23806,23528.27635,-277.72365,1,NLOS
8184,15729,12802,160,7323,1454,47880,-95.83,-98.805,2.975,1.031044558,23806,23528.27635,-277.72365,1,NLOS
12432,16589,11724,172,8139,1517,47724,-95.921,-97.177,1.256,1.013094109,23838,23528.27635,-309.72365,1,NLOS
9586,16367,13185,160,7659,1384,47709,-94.454,-97.709,3.255,1.034461219,23834,23528.27635,-305.72365,1,NLOS
13178,16494,10900,160,8540,1517,47541,-94.129,-97.157,3.028,1.03216862,23862,23528.27635,-333.72365,1,NLOS
9817,15821,13616,160,8986,1519,47887,-94.339,-98.888,4.549,1.048219718,23796,23528.27635,-267.72365,1,NLOS
7903,15695,13656,180,8087,1517,47619,-95.893,-98.588,2.695,1.028104241,23810,23528.27635,-281.72365,1,NLOS
11153,15536,11196,144,6997,1454,47977,-95.632,-98.92,3.288,1.034381797,23815,23528.27635,-286.72365,1,NLOS
10088,17304,13482,176,8298,1403,47902,-94.683,-97.975,3.292,1.034768649,23867,23528.27635,-338.72365,1,NLOS
